"Username","B","F","S","U"
"5a031341728b1b0001ad8bee",50,70.5882352941177,38.4615384615385,5.88235294117647
"5ae888d8b7798500019254e1",60,90,100,42.8571428571429
"5c3d48955fd1050001a99364",50,78.2608695652174,62.5,0
"5c816d8e5497fe0001a64c65",42.1052631578947,65.2173913043478,63.1578947368421,5.26315789473684
"5d3df88c6a5b1e0001a91d8d",52.3809523809524,85.7142857142857,80,22.2222222222222
"5d9e05d8da73d00017ba31b5",46.1538461538462,80.7692307692308,60.8695652173913,22.2222222222222
"5dc2d1940550ef1eadce6d9e",36.3636363636364,65,52.9411764705882,4.76190476190476
"5dcd935ebc9b97000b9d506d",22.2222222222222,44.4444444444444,35,0
"5de8695380e0fc7e7ac9f271",30.4347826086957,90,75,17.6470588235294
"5dfeb647c0b81fb457299d05",55.5555555555556,80,75,22.2222222222222
"5e283f576dbb560114ac7714",15,68.4210526315789,54.5454545454545,10.5263157894737
"5e65408fdf313c2bcfa6e24f",35,47.8260869565217,63.1578947368421,11.1111111111111
"5e696e180ba48122e27af04e",52.6315789473684,86.2068965517241,80,17.6470588235294
"5e8fe6a309881f2ee83521f5",33.3333333333333,65,38.0952380952381,22.2222222222222
"5e9084139da60e38c68353a4",26.3157894736842,76.4705882352941,78.2608695652174,14.2857142857143
"5ea4409abe6bbd2724455893",13.3333333333333,55,23.0769230769231,10.5263157894737
"5ea7451cdb7f8b111a26e85c",5.26315789473684,40.9090909090909,28.5714285714286,0
"5ea8872b844c430f7d2be8b5",23.8095238095238,76.1904761904762,64.7058823529412,23.8095238095238
"5eb47a217761382d66d1fe63",17.6470588235294,40.7407407407407,29.4117647058824,10.5263157894737
"5ebc466264fea60774387e75",36.3636363636364,80,80,5.55555555555556
"5ebd841ddea21b08a0aa3057",94.4444444444444,94.7368421052632,100,20.8333333333333
"5ebe9d0f9dd29e05b0967112",50,100,95,50
"5ecb75a89b41896d3d07e48c",29.4117647058824,85,54.5454545454545,0
"5ecc0ae50cf6970c228a6bd6",70.5882352941177,90.4761904761905,73.0769230769231,50
"5ed5230c05bbbb07f62be62b",21.7391304347826,60.8695652173913,50,18.1818181818182
"5ee3f65ce16fa50e478c729e",31.8181818181818,65,58.8235294117647,9.52380952380952
"5eea5a5e2c46ed13843a4586",17.3913043478261,72.7272727272727,50,0
"5ef5247a50dc6b18130d27d0",14.2857142857143,66.6666666666667,26.3157894736842,0
"5efe44bebdee09152fe08acc",9.09090909090909,78.9473684210526,33.3333333333333,8.33333333333333
"5eff3dd10265064a3cf565d0",17.6470588235294,20,50,4.54545454545455
"5f020ec1ed31d238e2a1eb2c",15.7894736842105,70,52.3809523809524,0
"5f021571f119a138b3f33aab",33.3333333333333,45.4545454545455,68.4210526315789,23.8095238095238
"5f0285dc9ae0b911b5f97dfe",41.1764705882353,68.4210526315789,47.6190476190476,8.69565217391304
"5f0358740810225465e192ec",45,73.6842105263158,54.5454545454545,15.7894736842105
"5f045318065b0a04830ba148",52.6315789473684,66.6666666666667,36.8421052631579,4.76190476190476
"5f09ae1800d387244cd6a16f",5.88235294117647,52.9411764705882,30.4347826086957,8.69565217391304
"5f0b14b1938b1e3f7163a926",28.5714285714286,76.4705882352941,47.8260869565217,0
"5f0c69835a4ca35d753f8760",45.8333333333333,47.3684210526316,72.2222222222222,26.3157894736842
"5f10bf592f7b753d422aa7db",17.3913043478261,72.2222222222222,68.4210526315789,5
"5f10c8dee777933f01f3d3d6",27.7777777777778,61.9047619047619,31.8181818181818,0
"w968356_cj",0,52.6315789473684,22.7272727272727,5
