Cue,Answer,Shuffle,Stimuli Notes,Value
CAR,HAPPY,Study2,U,107
TUCK                     ,ALLOW                    ,Study2,U,108
LION,ART,Study2,U,109
ACCIDENT,STRONG,Study2,U,110
RIDDLE,SUGAR,Study2,U,111
ADD,VALLEY,Study2,U,112
WOULD                    ,CASH                     ,Study2,U,113
SICK                     ,HIDE                     ,Study2,U,114
VASE                     ,KING                     ,Study2,U,115
Images/NULL-COUGH.png,,Study4,U,156
Images/SMOOTH-OMIT.png,,Study4,U,157
Images/READY-CORN.png,,Study4,U,158
Images/STOMACH-TOWN.png,,Study4,U,159
Images/LAKE-OPINION.png,,Study4,U,160
Images/FLOAT-HARMONY.png,,Study4,U,161
Images/DETECT-FREE.png,,Study4,U,162
Images/PUT-ROLL.png,,Study4,U,163
Images/SLIM-KNOW.png,,Study4,U,164
Images/WASTE-SEDATE.png,,Study4,U,165
Images/ROAD-SCENT.png,,Study4,U,166
Images/SYSTEM-LICK.png,,Study4,U,167
Images/ZOO-THUMB.png,,Study4,U,168
Images/DESIRE-NOISE.png,,Study4,U,169
Images/GUARD-WHEEL.png,,Study4,U,170
Images/PUFF-NUMBER.png,,Study4,U,171
Images/JELLY-NAUGHTY.png,,Study4,U,172
Images/MUTE-WAVE.png,,Study4,U,173
Images/SPELL-BONE.png,,Study4,U,174
Images/SWING-FOG.png,,Study4,U,175
DAYS,WEEKS,BUFFER4,Buffer,176
MONTH,YEAR,BUFFER4,Buffer,177
Images/TOOL-SHED.png,,BUFFER9,Buffer,178
Images/SPRING-MARCH.png,,BUFFER9,Buffer,179
Images/OCTOBER-SPOOKY.png,,BUFFER9,Buffer,180
BAT,SHAKY,Test1,Test,181
PARCEL,THROAT,Test1,Test,182
STRESS,YAM,Test1,Test,183
RESIST,GLUE,Test1,Test,184
FUTURE,SINCERE,Test1,Test,185
DEGREE,CHAIR,Test1,Test,186
TAX,OWL,Test1,Test,187
THICK,CONTEST,Test1,Test,188
PET,MOON,Test1,Test,189
BROAD,INFECT,Test1,Test,190
INFLATE,DISGUST,Test1,Test,191
DIZZY,SWEATER,Test1,Test,192
NUMBER,HARD,Test1,Test,193
CRAYON,RATE,Test1,Test,194
WARN,SEA,Test1,Test,195
DIFFICULT,POOR,Test1,Test,196
ROSE,NEGLECT,Test1,Test,197
RIPE,VERIFY,Test1,Test,198
DONKEY,LUSH,Test1,Test,199
GRIND,STAND,Test1,Test,200
NULL,COUGH,Test2,Test,201
SMOOTH,OMIT,Test2,Test,202
READY,CORN,Test2,Test,203
STOMACH,TOWN,Test2,Test,204
LAKE,OPINION,Test2,Test,205
FLOAT,HARMONY,Test2,Test,206
DETECT,FREE,Test2,Test,207
PUT,ROLL,Test2,Test,208
SLIM,KNOW,Test2,Test,209
WASTE,SEDATE,Test2,Test,210
ROAD,SCENT,Test2,Test,211
SYSTEM,LICK,Test2,Test,212
ZOO,THUMB,Test2,Test,213
DESIRE,NOISE,Test2,Test,214
GUARD,WHEEL,Test2,Test,215
PUFF,NUMBER,Test2,Test,216
JELLY,NAUGHTY,Test2,Test,217
MUTE,WAVE,Test2,Test,218
SPELL,BONE,Test2,Test,219
SWING,FOG,Test2,Test,220
