"id","x","key","percent_match","scored"
"59d4a376d1ab390001da2d36","bird","shaky","0",0
"5b7b034558f9c1000163630e","","shaky","0",0
"5cd05f58395afc00178f3918","","shaky","0",0
"5cf89384abbbdf0015b69296","dizzy","shaky","0.2",0
"5e6d403dfc5eff000b8329a5","shaky","shaky","1",1
"5e728270b099d308cbe299f7","baseball","shaky","0.25",0
"5e8ea2396c1dea158c64201f","shifty","shaky","0.5",0
"5e8ea2396c1dea158c64201f","shaky","shaky","1",1
"5e8f0692facc7d1c12b4c9a1","","shaky","0",0
"5ecc445313612d13075ef35f","ball","shaky","0.2",0
"5ede34f5255765051d450b9f","","shaky","0",0
"5ede7a750fcb900e98650b4f","shaky","shaky","1",1
"5edfc2644280d62da10b4add","dizzy","shaky","0.2",0
"5ee7d5e2b90cb30ab937a8b9","dizzy","shaky","0.2",0
"5eff4daa9f1ee84c8cf687db","shake","shaky","0.8",1
"5f05b44498000b0600d6c910","owl","shaky","0",0
"5f0d11458b49e51e2fc65c83","wash","shaky","0.6",0
"5f107c6479c9e00788c3df28","cave","shaky","0.2",0
"5f118646a89ac3000b047862","shaky","shaky","1",1
"5f14359cc1b7a74789b1075c","eat ","shaky","0.2",0
"5f181fe8617dcb1ff653b88b","shaky","shaky","1",1
"59d4a376d1ab390001da2d36","one","ounce","0.6",0
"5b7b034558f9c1000163630e","","ounce","0",0
"5cd05f58395afc00178f3918","","ounce","0",0
"5cf89384abbbdf0015b69296","","ounce","0",0
"5e6d403dfc5eff000b8329a5","ounce","ounce","1",1
"5e728270b099d308cbe299f7","","ounce","0",0
"5e8ea2396c1dea158c64201f","","ounce","0",0
"5e8f0692facc7d1c12b4c9a1","","ounce","0",0
"5ecc445313612d13075ef35f","children","ounce","0.375",0
"5ede34f5255765051d450b9f","","ounce","0",0
"5ede7a750fcb900e98650b4f","ounce","ounce","1",1
"5edfc2644280d62da10b4add","together","ounce","0.25",0
"5ee7d5e2b90cb30ab937a8b9","ads","ounce","0",0
"5eff4daa9f1ee84c8cf687db","","ounce","0",0
"5f05b44498000b0600d6c910","poor","ounce","0.2",0
"5f0d11458b49e51e2fc65c83","jump","ounce","0.2",0
"5f107c6479c9e00788c3df28","ounce","ounce","1",1
"5f118646a89ac3000b047862","","ounce","0",0
"5f14359cc1b7a74789b1075c","ounces ","ounce","0.714285714285714",0
"5f181fe8617dcb1ff653b88b","","ounce","0",0
"59d4a376d1ab390001da2d36","car","infect","0.166666666666667",0
"5b7b034558f9c1000163630e","infection","infect","0.666666666666667",0
"5cd05f58395afc00178f3918","","infect","0",0
"5cf89384abbbdf0015b69296","","infect","0",0
"5e6d403dfc5eff000b8329a5","infection","infect","0.666666666666667",0
"5e728270b099d308cbe299f7","","infect","0",0
"5e8ea2396c1dea158c64201f","","infect","0",0
"5e8f0692facc7d1c12b4c9a1","sweep","infect","0.166666666666667",0
"5ecc445313612d13075ef35f","ball","infect","0",0
"5ede34f5255765051d450b9f","","infect","0",0
"5ede7a750fcb900e98650b4f","infect","infect","1",1
"5edfc2644280d62da10b4add","city","infect","0.5",0
"5ee7d5e2b90cb30ab937a8b9","","infect","0",0
"5eff4daa9f1ee84c8cf687db","","infect","0",0
"5f05b44498000b0600d6c910","lush","infect","0",0
"5f0d11458b49e51e2fc65c83","far","infect","0.166666666666667",0
"5f107c6479c9e00788c3df28","","infect","0",0
"5f118646a89ac3000b047862","","infect","0",0
"5f14359cc1b7a74789b1075c","","infect","0",0
"5f181fe8617dcb1ff653b88b","time","infect","0.5",0
"5f181fe8617dcb1ff653b88b","","infect","0",0
"59d4a376d1ab390001da2d36","cheese","clothes","0.571428571428571",0
"5b7b034558f9c1000163630e","","clothes","0",0
"5cd05f58395afc00178f3918","closed","clothes","0.714285714285714",0
"5cf89384abbbdf0015b69296","cloth","clothes","0.714285714285714",0
"5e6d403dfc5eff000b8329a5","clothes","clothes","1",1
"5e728270b099d308cbe299f7","","clothes","0",0
"5e8ea2396c1dea158c64201f","","clothes","0",0
"5e8f0692facc7d1c12b4c9a1","","clothes","0",0
"5ecc445313612d13075ef35f","","clothes","0",0
"5ede34f5255765051d450b9f","pastry","clothes","0.285714285714286",0
"5ede7a750fcb900e98650b4f","","clothes","0",0
"5edfc2644280d62da10b4add","custard","clothes","0.428571428571429",0
"5ee7d5e2b90cb30ab937a8b9","clothes","clothes","1",1
"5eff4daa9f1ee84c8cf687db","","clothes","0",0
"5f05b44498000b0600d6c910","jam","clothes","0",0
"5f0d11458b49e51e2fc65c83","clothes","clothes","1",1
"5f107c6479c9e00788c3df28","","clothes","0",0
"5f118646a89ac3000b047862","","clothes","0",0
"5f14359cc1b7a74789b1075c","","clothes","0",0
"5f181fe8617dcb1ff653b88b","food","clothes","0.142857142857143",0
"59d4a376d1ab390001da2d36","crinkle","able","0.285714285714286",0
"5b7b034558f9c1000163630e","","able","0",0
"5cd05f58395afc00178f3918","","able","0",0
"5cf89384abbbdf0015b69296","able","able","1",1
"5e6d403dfc5eff000b8329a5","able","able","1",1
"5e728270b099d308cbe299f7","hide","able","0.25",0
"5e8ea2396c1dea158c64201f","able","able","1",1
"5e8f0692facc7d1c12b4c9a1","","able","0",0
"5ecc445313612d13075ef35f","fuzz","able","0",0
"5ede34f5255765051d450b9f","fire","able","0.25",0
"5ede7a750fcb900e98650b4f","able","able","1",1
"5edfc2644280d62da10b4add","witch","able","0",0
"5ee7d5e2b90cb30ab937a8b9","","able","0",0
"5eff4daa9f1ee84c8cf687db","","able","0",0
"5f05b44498000b0600d6c910","catcher","able","0.285714285714286",0
"5f0d11458b49e51e2fc65c83","","able","0",0
"5f107c6479c9e00788c3df28","","able","0",0
"5f118646a89ac3000b047862","","able","0",0
"5f14359cc1b7a74789b1075c","laughter ","able","0.333333333333333",0
"5f181fe8617dcb1ff653b88b","","able","0",0
"59d4a376d1ab390001da2d36","sink","rate","0",0
"5b7b034558f9c1000163630e","","rate","0",0
"5cd05f58395afc00178f3918","rate","rate","1",1
"5cf89384abbbdf0015b69296","","rate","0",0
"5e6d403dfc5eff000b8329a5","rate","rate","1",1
"5e728270b099d308cbe299f7","justice","rate","0.285714285714286",0
"5e8ea2396c1dea158c64201f","","rate","0",0
"5e8f0692facc7d1c12b4c9a1","","rate","0",0
"5ecc445313612d13075ef35f","thick","rate","0.2",0
"5ede34f5255765051d450b9f","","rate","0",0
"5ede7a750fcb900e98650b4f","rate","rate","1",1
"5edfc2644280d62da10b4add","colour","rate","0.166666666666667",0
"5ee7d5e2b90cb30ab937a8b9","","rate","0",0
"5eff4daa9f1ee84c8cf687db","rate","rate","1",1
"5f05b44498000b0600d6c910","maroon","rate","0.333333333333333",0
"5f0d11458b49e51e2fc65c83","colour","rate","0.166666666666667",0
"5f107c6479c9e00788c3df28","","rate","0",0
"5f118646a89ac3000b047862","","rate","0",0
"5f14359cc1b7a74789b1075c","","rate","0",0
"5f181fe8617dcb1ff653b88b","colour","rate","0.166666666666667",0
"59d4a376d1ab390001da2d36","la","chair","0.2",0
"5b7b034558f9c1000163630e","chair","chair","1",1
"5cd05f58395afc00178f3918","","chair","0",0
"5cf89384abbbdf0015b69296","chair","chair","1",1
"5cf89384abbbdf0015b69296","","chair","0",0
"5e6d403dfc5eff000b8329a5","chair","chair","1",1
"5e728270b099d308cbe299f7","temperature","chair","0.181818181818182",0
"5e8ea2396c1dea158c64201f","","chair","0",0
"5e8f0692facc7d1c12b4c9a1","","chair","0",0
"5ecc445313612d13075ef35f","","chair","0",0
"5ede34f5255765051d450b9f","","chair","0",0
"5ede7a750fcb900e98650b4f","chair","chair","1",1
"5edfc2644280d62da10b4add","join","chair","0.2",0
"5ee7d5e2b90cb30ab937a8b9","","chair","0",0
"5eff4daa9f1ee84c8cf687db","morning","chair","0.285714285714286",0
"5f05b44498000b0600d6c910","election","chair","0.25",0
"5f0d11458b49e51e2fc65c83","hot","chair","0.2",0
"5f107c6479c9e00788c3df28","ounce","chair","0.2",0
"5f118646a89ac3000b047862","seat","chair","0.2",0
"5f14359cc1b7a74789b1075c","angle ","chair","0.166666666666667",0
"5f181fe8617dcb1ff653b88b","chair","chair","1",1
