"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Direction","Procedure.Shuffle","JOL","Procedure.Shuffle.1","Response.RT","Response.Response","Recall_Score"
"5c0950fa600aff0001d7049f",18,"Pure U","PET","MOON","Study1","U","Study Phase2",10,"Recall2",12141,"",0
"5d47e1baff3efc001a89d8e5",18,"Pure U","PET","MOON","Study1","U","Study Phase2",2,"Recall2",3080,"hate",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","PET","MOON","Study1","U","Study Phase2",30,"Recall2",2320,"DOG",0
"5e8b806203f2f605d5b6f531",18,"Pure U","PET","MOON","Study1","U","Study Phase2",0,"Recall2",4257,"food",0
"5e904c70d2668d34a40d37af",18,"Pure U","PET","MOON","Study1","U","Study Phase2",30,"Recall2",2296,"moon",100
"5ea47ff57c48522b29976b79",18,"Pure U","PET","MOON","Study1","U","Study Phase2",5,"Recall2",2020,"DOG",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","PET","MOON","Study1","U","Study Phase2",5,"Recall2",5515,"Moon",100
"5eb031acf88798083686548a",18,"Pure U","PET","MOON","Study1","U","Study Phase2",80,"Recall2",1195,"",0
"5ee64cd142c24a0008de839b",18,"Pure U","PET","MOON","Study1","U","Study Phase2",0,"Recall2",2177,"DOG",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","PET","MOON","Study1","U","Study Phase2",30,"Recall2",1839,"moon",100
"5f0c10b787a3fe533f292145",18,"Pure U","PET","MOON","Study1","U","Study Phase2",10,"Recall2",6200,"dog",0
"5f0e30151296d515c73e7b39",18,"Pure U","PET","MOON","Study1","U","Study Phase2",63,"Recall2",6168,"",0
"5f39a2c474eb5153935957b8",18,"Pure U","PET","MOON","Study1","U","Study Phase2",40,"Recall2",2430,"moon",100
"972730",18,"Pure U","PET","MOON","Study1","U","Study Phase2",20,"Recall2",5707,"DOG",0
"w10044868",18,"Pure U","PET","MOON","Study1","U","Study Phase2",88,"Recall2",1331,"",0
"w10103859",18,"Pure U","PET","MOON","Study1","U","Study Phase2",50,"Recall2",16794,"dog",0
"w969399_anw",18,"Pure U","PET","MOON","Study1","U","Study Phase2",0,"Recall2",919,"",0
"w981975_sha",18,"Pure U","PET","MOON","Study1","U","Study Phase2",40,"Recall2",855,"",0
"5c0950fa600aff0001d7049f",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",15,"Recall2",1960,"",0
"5d47e1baff3efc001a89d8e5",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",9,"Recall2",12954,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",56,"Recall2",1434,"S",0
"5e8b806203f2f605d5b6f531",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase",10,"Recall1",9706,"firm",0
"5e8b806203f2f605d5b6f531",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",2,"Recall2",10545,"glue",100
"5e904c70d2668d34a40d37af",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",60,"Recall2",2570,"",0
"5ea47ff57c48522b29976b79",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",9,"Recall2",5849,"NO",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",10,"Recall2",7206,"Give",0
"5eb031acf88798083686548a",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",50,"Recall2",1023,"",0
"5ee64cd142c24a0008de839b",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",1,"Recall2",3799,"HOLD",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",0,"Recall2",4221,"stop",0
"5f0c10b787a3fe533f292145",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",10,"Recall2",17397,"take",0
"5f0e30151296d515c73e7b39",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase",15,"Recall1",5009,"",0
"5f0e30151296d515c73e7b39",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",38,"Recall2",7053,"GLUE",100
"5f39a2c474eb5153935957b8",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",9,"Recall2",4541,"hold",0
"972730",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",30,"Recall2",5197,"",0
"w10044868",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",65,"Recall2",1208,"",0
"w10103859",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",60,"Recall2",8589,"reset",0
"w969399_anw",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",84,"Recall2",1143,"",0
"w981975_sha",18,"Pure U","RESIST","GLUE","Study1","U","Study Phase2",20,"Recall2",855,"",0
"5c0950fa600aff0001d7049f",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",10,"Recall2",127152,"fruit",0
"5d47e1baff3efc001a89d8e5",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",7,"Recall2",2906,"sun",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",40,"Recall2",4179,"PUZZEL",0
"5e8b806203f2f605d5b6f531",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",20,"Recall2",6711,"rotten",0
"5e904c70d2668d34a40d37af",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",60,"Recall2",1008,"",0
"5ea47ff57c48522b29976b79",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",10,"Recall2",3206,"RAW",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",10,"Recall2",5779,"",0
"5eb031acf88798083686548a",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",50,"Recall2",3274,"Apart",0
"5ee64cd142c24a0008de839b",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",1,"Recall2",2104,"FRUIT",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",0,"Recall2",4123,"into",0
"5f0c10b787a3fe533f292145",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",0,"Recall2",16705,"blue",0
"5f0e30151296d515c73e7b39",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",39,"Recall2",6540,"FRUIT",0
"5f39a2c474eb5153935957b8",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",4,"Recall2",17881,"score",0
"972730",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",0,"Recall2",2411,"",0
"w10044868",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",88,"Recall2",2936,"",0
"w10103859",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",30,"Recall2",14417,"fruit",0
"w969399_anw",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",NA,"Recall2",1356,"",0
"w981975_sha",18,"Pure U","RIPE","VERIFY","Study1","U","Study Phase2",2,"Recall2",3214,"VERIFY",100
"5c0950fa600aff0001d7049f",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",15,"Recall2",14645,"neglect",100
"5d47e1baff3efc001a89d8e5",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",1,"Recall1",2627,"river",0
"5d47e1baff3efc001a89d8e5",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",1,"Recall2",1797,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",60,"Recall2",3423,"FLOWER",0
"5e8b806203f2f605d5b6f531",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",0,"Recall2",3367,"water",0
"5e904c70d2668d34a40d37af",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",30,"Recall2",3206,"",0
"5ea47ff57c48522b29976b79",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",1,"Recall2",3966,"FLOWER",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",5,"Recall2",10878,"Nn",0
"5eb031acf88798083686548a",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",20,"Recall2",978,"",0
"5ee64cd142c24a0008de839b",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",0,"Recall2",2356,"COLOUR",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",10,"Recall2",4127,"shatter",0
"5f0c10b787a3fe533f292145",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",0,"Recall2",4314,"red",0
"5f0e30151296d515c73e7b39",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",41,"Recall2",4353,"",0
"5f39a2c474eb5153935957b8",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",8,"Recall2",5686,"sad",0
"972730",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",0,"Recall2",6390,"",0
"w10044868",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",44,"Recall2",1440,"",0
"w10103859",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",0,"Recall2",4934,"wilt",0
"w969399_anw",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",2,"Recall2",3016,"bud",0
"w981975_sha",18,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",10,"Recall2",1514,"",0
"5c0950fa600aff0001d7049f",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",5,"Recall2",11779,"",0
"5d47e1baff3efc001a89d8e5",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",1,"Recall2",898,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",45,"Recall2",9563,"SILVER",0
"5e8b806203f2f605d5b6f531",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",0,"Recall2",14376,"conch",0
"5e904c70d2668d34a40d37af",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",40,"Recall2",4544,"shore",0
"5ea47ff57c48522b29976b79",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",4,"Recall2",2642,"COMPANY",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",5,"Recall2",8506,"Shake",100
"5eb031acf88798083686548a",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",0,"Recall2",9535,"Snail",0
"5ee64cd142c24a0008de839b",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",1,"Recall2",2768,"OUTSIDE",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",70,"Recall2",4778,"shake",100
"5f0c10b787a3fe533f292145",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",50,"Recall1",6521,"hell",0
"5f0c10b787a3fe533f292145",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",10,"Recall2",14210,"shake",100
"5f0e30151296d515c73e7b39",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",10,"Recall2",9776,"STAY",0
"5f39a2c474eb5153935957b8",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",25,"Recall2",20857,"shake",100
"972730",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",20,"Recall2",3842,"FISH",0
"w10044868",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",23,"Recall2",985,"",0
"w10103859",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",50,"Recall2",3915,"ocean",0
"w969399_anw",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",15,"Recall2",2518,"snake",100
"w981975_sha",18,"Pure U","SHELL","SHAKE","Study1","U","Study Phase2",40,"Recall2",2277,"SNAKE",100
"5c0950fa600aff0001d7049f",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",1,"Recall2",8531,"",0
"5d47e1baff3efc001a89d8e5",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",7,"Recall2",4631,"ball",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",30,"Recall2",4098,"KID",0
"5e8b806203f2f605d5b6f531",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",0,"Recall2",5863,"level",0
"5e904c70d2668d34a40d37af",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",20,"Recall2",856,"",0
"5ea47ff57c48522b29976b79",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",20,"Recall2",3417,"RELAX",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",5,"Recall2",10470,"You",0
"5eb031acf88798083686548a",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",0,"Recall2",8870,"Headache ",0
"5ee64cd142c24a0008de839b",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",1,"Recall2",2834,"",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",0,"Recall2",2248,"stop",0
"5f0c10b787a3fe533f292145",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",0,"Recall2",31810,"calm",0
"5f0e30151296d515c73e7b39",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",3,"Recall2",4210,"",0
"5f39a2c474eb5153935957b8",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",27,"Recall2",8804,"light",0
"972730",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",30,"Recall2",1750,"",0
"w10044868",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",33,"Recall2",4894,"",0
"w10103859",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",0,"Recall2",4032,"",0
"w969399_anw",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",15,"Recall2",1145,"",0
"w981975_sha",18,"Pure U","STRESS","YAM","Study1","U","Study Phase2",60,"Recall2",1341,"",0
"5c0950fa600aff0001d7049f",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",25,"Recall2",13068,"clothes",0
"5d47e1baff3efc001a89d8e5",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",16,"Recall2",961,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",50,"Recall2",4419,"MARK",0
"5e8b806203f2f605d5b6f531",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",5,"Recall2",11894,"bend",0
"5e904c70d2668d34a40d37af",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",50,"Recall2",809,"",0
"5ea47ff57c48522b29976b79",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",12,"Recall2",5544,"MUSCLE",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",40,"Recall2",6629,"Cloth",100
"5eb031acf88798083686548a",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",50,"Recall2",4160,"",0
"5ee64cd142c24a0008de839b",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",20,"Recall2",4232,"RESTRAT",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",50,"Recall2",3520,"lion",0
"5f0c10b787a3fe533f292145",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",10,"Recall2",5023,"make",0
"5f0e30151296d515c73e7b39",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",29,"Recall2",5071,"",0
"5f39a2c474eb5153935957b8",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",24,"Recall2",8174,"fabric",0
"972730",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",20,"Recall2",3173,"",0
"w10044868",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",76,"Recall2",1106,"",0
"w10103859",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",90,"Recall2",14048,"still",0
"w969399_anw",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",85,"Recall2",1459,"",0
"w981975_sha",18,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",40,"Recall2",2891,"",0
"5c0950fa600aff0001d7049f",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",15,"Recall2",9208,"",0
"5d47e1baff3efc001a89d8e5",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",0,"Recall2",822,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",90,"Recall2",2063,"MAN",0
"5e8b806203f2f605d5b6f531",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",3,"Recall2",5494,"forms",0
"5e904c70d2668d34a40d37af",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",20,"Recall2",2208,"car",0
"5ea47ff57c48522b29976b79",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",5,"Recall2",2227,"MONEY",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",20,"Recall2",8326,"Owl",100
"5eb031acf88798083686548a",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",50,"Recall2",5284,"Fine",0
"5ee64cd142c24a0008de839b",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",1,"Recall2",4326,"MONEY",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",0,"Recall2",3017,"rule",0
"5f0c10b787a3fe533f292145",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",0,"Recall2",4869,"",0
"5f0e30151296d515c73e7b39",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",17,"Recall2",12618,"",0
"5f39a2c474eb5153935957b8",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",5,"Recall2",3636,"man",0
"972730",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",10,"Recall2",2615,"",0
"w10044868",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",66,"Recall2",1470,"",0
"w10103859",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",50,"Recall2",2810,"owl",100
"w969399_anw",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",2,"Recall2",2586,"money",0
"w981975_sha",18,"Pure U","TAX","OWL","Study1","U","Study Phase",3,"Recall1",5107,"",0
"w981975_sha",18,"Pure U","TAX","OWL","Study1","U","Study Phase2",10,"Recall2",1910,"",0
"5c0950fa600aff0001d7049f",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",70,"Recall2",12548,"morning",100
"5d47e1baff3efc001a89d8e5",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",1,"Recall2",1554,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",90,"Recall2",7066,"MORNING",100
"5e8b806203f2f605d5b6f531",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",2,"Recall2",4698,"cold",0
"5e904c70d2668d34a40d37af",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",30,"Recall2",4981,"morning",100
"5ea47ff57c48522b29976b79",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",30,"Recall2",13022,"KITCHEN",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",7,"Recall2",12992,"Morning",100
"5eb031acf88798083686548a",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",100,"Recall2",6273,"Morning",100
"5ee64cd142c24a0008de839b",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",1,"Recall2",1484,"HOT",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",20,"Recall2",1804,"morning",100
"5f0c10b787a3fe533f292145",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",50,"Recall2",8981,"restore",0
"5f0e30151296d515c73e7b39",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",28,"Recall2",3169,"MORNING",100
"5f39a2c474eb5153935957b8",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",25,"Recall2",11440,"cold",0
"972730",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",20,"Recall2",12056,"WEATHER",0
"w10044868",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",88,"Recall2",1543,"",0
"w10103859",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",0,"Recall2",19008,"morning",100
"w969399_anw",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",2,"Recall2",2262,"morning",100
"w981975_sha",18,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase2",13,"Recall2",3931,"MORNING",100
"5c0950fa600aff0001d7049f",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",5,"Recall2",10818,"contest",100
"5d47e1baff3efc001a89d8e5",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",11,"Recall2",1078,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",33,"Recall2",8946,"SHOOL",0
"5e8b806203f2f605d5b6f531",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",0,"Recall2",7256,"thin",0
"5e904c70d2668d34a40d37af",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",10,"Recall2",2462,"thin",0
"5ea47ff57c48522b29976b79",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",4,"Recall2",2722,"THIN",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",15,"Recall2",15754,"Stuff",0
"5eb031acf88798083686548a",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",50,"Recall2",1048,"",0
"5ee64cd142c24a0008de839b",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",1,"Recall2",2231,"THIN",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",30,"Recall2",7412,"contest",100
"5f0c10b787a3fe533f292145",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",10,"Recall2",6714,"bit",0
"5f0e30151296d515c73e7b39",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",54,"Recall2",4797,"CONTEST",100
"5f39a2c474eb5153935957b8",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",31,"Recall2",16494,"competition",0
"972730",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",20,"Recall2",4456,"CONTEST",100
"w10044868",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",88,"Recall2",7488,"Model ",0
"w10103859",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase",30,"Recall1",9538,"",0
"w10103859",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",0,"Recall2",13967,"",0
"w969399_anw",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",0,"Recall2",2045,"thin",0
"w981975_sha",18,"Pure U","THICK","CONTEST","Study1","U","Study Phase2",30,"Recall2",3464,"CONTEST",100
"5c0950fa600aff0001d7049f",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",15,"Recall2",7556,"charm",100
"5d47e1baff3efc001a89d8e5",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",1,"Recall2",1231,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",50,"Recall2",3497,"FIRE",0
"5e8b806203f2f605d5b6f531",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",0,"Recall2",3006,"car",0
"5e904c70d2668d34a40d37af",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",20,"Recall2",1170,"",0
"5ea47ff57c48522b29976b79",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",6,"Recall2",2224,"CAR",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",3,"Recall2",10019,"Charm",100
"5eb031acf88798083686548a",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",0,"Recall2",2758,"Car",0
"5ee64cd142c24a0008de839b",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",1,"Recall2",2228,"CAR",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",10,"Recall2",3167,"hike",0
"5f0c10b787a3fe533f292145",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",10,"Recall2",7000,"side",0
"5f0e30151296d515c73e7b39",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",20,"Recall2",3083,"",0
"5f39a2c474eb5153935957b8",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",11,"Recall2",10488,"lane",0
"972730",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",12,"Recall2",2930,"",0
"w10044868",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",87,"Recall2",2353,"",0
"w10103859",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",30,"Recall2",16545,"luxurious ",0
"w969399_anw",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",45,"Recall2",1627,"",0
"w981975_sha",18,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase2",10,"Recall2",1496,"",0
"5c0950fa600aff0001d7049f",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",75,"Recall2",9584,"sea",100
"5d47e1baff3efc001a89d8e5",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",5,"Recall2",859,"",0
"5e8b4f93afcb1601643d7c33",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",45,"Recall2",2326,"ING",0
"5e8b806203f2f605d5b6f531",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",6498,"hide",0
"5e904c70d2668d34a40d37af",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",40,"Recall2",6759,"wheel",0
"5ea47ff57c48522b29976b79",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",20,"Recall2",6652,"shout",0
"5ea6f5e4069d2408db69d9a2",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",10,"Recall2",4008,"Sea",100
"5eb031acf88798083686548a",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",846,"",0
"5ee64cd142c24a0008de839b",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",2346,"SIGN",0
"5ee8caa7dfec0f1eddd1b9df",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",1912,"call",0
"5f0c10b787a3fe533f292145",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",9303,"send",0
"5f0e30151296d515c73e7b39",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",30,"Recall2",2459,"SEA",100
"5f39a2c474eb5153935957b8",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",15,"Recall2",5835,"sea",100
"972730",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",3900,"",0
"w10044868",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",21,"Recall2",1266,"",0
"w10103859",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",90,"Recall2",8068,"",0
"w969399_anw",18,"Pure U","WARN","SEA","Study1","U","Study Phase2",0,"Recall2",2380,"sea",100
