Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
5a031341728b1b0001ad8bee,gfq8jq2juq,Female,31,"Some College, no degree",White,Yes,0,United Kingdom,on
5ae888d8b7798500019254e1,iz60bxpv1h,Female,48,"Some College, no degree",White,Yes,0,United Kingdom,on
5c3d48955fd1050001a99364,i1ok1k9p1i,Female,26,Associates degree,White,Yes,0,Scotland ,on
5c816d8e5497fe0001a64c65,rmtb5egn5h,Female,73,High School Graduate,White,Yes,0,united kingdom,on
5d3df88c6a5b1e0001a91d8d,6azx2gjy1b,Male,55,High School Graduate,White,Yes,0,England,on
5d9e05d8da73d00017ba31b5,ua9nsnnt81,Female,28,"Some College, no degree",White,Yes,0,United Kingdom,on
5dc2d1940550ef1eadce6d9e,5zepjw7uoq,Female,27,"Some College, no degree",Other/unknown,Yes,0,Canada,on
5dcd935ebc9b97000b9d506d,54ryqpniyi,Male,21,Bachelors degree,White,Yes,0,UK,on
5de8695380e0fc7e7ac9f271,8wcbsfhkzv,Male,21,Bachelors degree,White,Yes,0,UK,on
5dfeb647c0b81fb457299d05,yjnanmiqvc,Male,63,Some High School,White,Yes,0,United Kingdom,on
5e283f576dbb560114ac7714,605becpood,Male,33,High School Graduate,White,Yes,0,England,on
5e65408fdf313c2bcfa6e24f,jjfef1y7ej,Female,26,"Some College, no degree",White,Yes,0,England,on
5e696e180ba48122e27af04e,eh45c6pxxe,Female,67,"Some College, no degree",White,Yes,0,Scotland,on
5e8fe6a309881f2ee83521f5,7j16lg54ru,Male,65,High School Graduate,White,Yes,0,United Kingdom,on
5e9084139da60e38c68353a4,6hehjxz0wm,Female,20,"Some College, no degree",White,Yes,0,England,on
5ea4409abe6bbd2724455893,ndqs8t3pbi,Female,19,"Some College, no degree",White,Yes,0,United Kingdom,on
5ea7451cdb7f8b111a26e85c,c5o1s0q2dp,Male,33,High School Graduate,White,Yes,0,Canada,on
5ea8872b844c430f7d2be8b5,kxyiit6cxo,Female,20,"Some College, no degree",White,Yes,0,United Kingdom,on
5eb47a217761382d66d1fe63,dp7241glv5,Female,19,"Some College, no degree",Black,Yes,0,saint lucia ,on
5ebc466264fea60774387e75,spco3rlci3,Female,30,"Some College, no degree",White,Yes,0,England,on
5ebd841ddea21b08a0aa3057,9je4ppo2ac,Male,18,High School Graduate,Asian/Pacific Islander,Yes,0,America,on
5ebe9d0f9dd29e05b0967112,ume89pywm0,Female,69,High School Graduate,White,Yes,0,United Kingdom,on
5ecb75a89b41896d3d07e48c,j2nedkgf9r,Female,19,High School Graduate,White,Yes,0,United Kingdom,on
5ecc0ae50cf6970c228a6bd6,kdo9fj1viu,Female,30,"Some College, no degree",White,Yes,0,New Zealand,on
5ed5230c05bbbb07f62be62b,9dhqqc4gtr,Female,19,High School Graduate,Black,Yes,0,United Kingdom,on
5ee3f65ce16fa50e478c729e,ycisiofeeo,Male,34,High School Graduate,Other/unknown,Yes,0,England,on
5eea5a5e2c46ed13843a4586,h9smzzbumq,Female,55,High School Graduate,White,Yes,0,United Kingdom ,on
5ef5247a50dc6b18130d27d0,emh2z93a0i,Male,34,"Some College, no degree",White,Yes,0,Canada,on
5efe44bebdee09152fe08acc,6w2h5i431x,Female,44,"Some College, no degree",White,Yes,0,UK,on
5eff3dd10265064a3cf565d0,w62o4v94kd,Female,21,"Some College, no degree",Asian/Pacific Islander,Yes,4,United Kingdom,on
5f020ec1ed31d238e2a1eb2c,1xwvriyfd8,Male,23,"Some College, no degree",White,Yes,0,UK,on
5f021571f119a138b3f33aab,20h5pcvkzp,Female,26,"Some College, no degree",White,Yes,0,England,on
5f0285dc9ae0b911b5f97dfe,v9u0v05nmz,Male,62,High School Graduate,White,Yes,0,ENGLAND,on
5f0358740810225465e192ec,h5zn940js3,Female,21,Bachelors degree,White,Yes,0,Scotland,on
5f045318065b0a04830ba148,h5zn940js3,Female,21,Bachelors degree,White,Yes,0,Scotland,on
5f09ae1800d387244cd6a16f,3buwlxbunv,Female,20,High School Graduate,White,Yes,0,United Kingdom,on
