"Username","B","F","S","U"
"5a031341728b1b0001ad8bee",40,69.5652173913043,42.8571428571429,13.0434782608696
"5ae888d8b7798500019254e1",65,100,85.7142857142857,68.4210526315789
"5c3d48955fd1050001a99364",30.7692307692308,82.3529411764706,56.25,4.76190476190476
"5c816d8e5497fe0001a64c65",38.0952380952381,70.5882352941177,80.9523809523809,14.2857142857143
"5d3df88c6a5b1e0001a91d8d",31.5789473684211,84.2105263157895,75,13.6363636363636
"5d9e05d8da73d00017ba31b5",25.9259259259259,57.1428571428571,64.7058823529412,36.3636363636364
"5dc2d1940550ef1eadce6d9e",16.6666666666667,75,47.8260869565217,5.26315789473684
"5dcd935ebc9b97000b9d506d",18.1818181818182,63.6363636363636,30,0
"5de8695380e0fc7e7ac9f271",52.9411764705882,70,60,8.69565217391304
"5dfeb647c0b81fb457299d05",50,90,75,36.3636363636364
"5e283f576dbb560114ac7714",25,66.6666666666667,50,4.76190476190476
"5e65408fdf313c2bcfa6e24f",20,58.8235294117647,66.6666666666667,9.09090909090909
"5e696e180ba48122e27af04e",47.6190476190476,72.7272727272727,80,26.0869565217391
"5e8fe6a309881f2ee83521f5",21.0526315789474,60,52.6315789473684,9.09090909090909
"5e9084139da60e38c68353a4",42.8571428571429,69.5652173913043,70.5882352941177,47.3684210526316
"5ea4409abe6bbd2724455893",12,50,35.7142857142857,4.76190476190476
"5ea7451cdb7f8b111a26e85c",4.76190476190476,66.6666666666667,31.5789473684211,0
"5ea8872b844c430f7d2be8b5",36.8421052631579,68.4210526315789,69.5652173913043,21.0526315789474
"5eb47a217761382d66d1fe63",8.69565217391304,53.8461538461538,39.1304347826087,0
"5ebc466264fea60774387e75",33.3333333333333,80,50,4.54545454545455
"5ebd841ddea21b08a0aa3057",95.4545454545455,95.2380952380952,100,43.75
"5ebe9d0f9dd29e05b0967112",55,85,90,25
"5ecb75a89b41896d3d07e48c",39.1304347826087,75,61.1111111111111,0
"5ecc0ae50cf6970c228a6bd6",60.8695652173913,84.2105263157895,85.7142857142857,58.3333333333333
"5ed5230c05bbbb07f62be62b",35.2941176470588,47.0588235294118,64.2857142857143,5.55555555555556
"5ee3f65ce16fa50e478c729e",44.4444444444444,60,69.5652173913043,0
"5eea5a5e2c46ed13843a4586",23.5294117647059,66.6666666666667,35,12
"5ef5247a50dc6b18130d27d0",47.3684210526316,78.9473684210526,66.6666666666667,0
"5efe44bebdee09152fe08acc",11.1111111111111,61.9047619047619,60,0
"5eff3dd10265064a3cf565d0",17.3913043478261,52,42.8571428571429,0
"5f020ec1ed31d238e2a1eb2c",9.52380952380952,50,42.1052631578947,0
"5f021571f119a138b3f33aab",13.6363636363636,66.6666666666667,42.8571428571429,10.5263157894737
"5f0285dc9ae0b911b5f97dfe",34.7826086956522,66.6666666666667,57.8947368421053,17.6470588235294
"5f0358740810225465e192ec",45,66.6666666666667,61.1111111111111,23.8095238095238
"5f045318065b0a04830ba148",38.0952380952381,57.8947368421053,76.1904761904762,0
"5f09ae1800d387244cd6a16f",17.3913043478261,47.8260869565217,29.4117647058824,0
"5f0b14b1938b1e3f7163a926",26.3157894736842,34.7826086956522,47.0588235294118,0
"5f0c69835a4ca35d753f8760",25,80.9523809523809,45.4545454545455,0
"5f10bf592f7b753d422aa7db",41.1764705882353,77.2727272727273,61.9047619047619,5
"5f10c8dee777933f01f3d3d6",13.6363636363636,68.4210526315789,38.8888888888889,0
"w968356_cj",9.52380952380952,42.8571428571429,16.6666666666667,0
