"Username","B","F","S","U"
"5a031341728b1b0001ad8bee",40,47.0588235294118,46.1538461538462,31.5625
"5ae888d8b7798500019254e1",54.25,49.5,60.7894736842105,14.0952380952381
"5c3d48955fd1050001a99364",38.5714285714286,18.2608695652174,37.0833333333333,0.526315789473684
"5c816d8e5497fe0001a64c65",50.8421052631579,63.0434782608696,64.2105263157895,10.1578947368421
"5d3df88c6a5b1e0001a91d8d",40.4761904761905,50.6190476190476,59.9,3.88888888888889
"5d9e05d8da73d00017ba31b5",70.2307692307692,66.5384615384615,67.9130434782609,46.0555555555556
"5dc2d1940550ef1eadce6d9e",53.6363636363636,60.25,59.4117647058824,23.8095238095238
"5dcd935ebc9b97000b9d506d",68.3333333333333,67.5,73.5,43.75
"5de8695380e0fc7e7ac9f271",44.2608695652174,56.1,65.85,1.94117647058824
"5dfeb647c0b81fb457299d05",51.3888888888889,76.25,71.4583333333333,9.16666666666667
"5e283f576dbb560114ac7714",58.25,57.2222222222222,70,0
"5e65408fdf313c2bcfa6e24f",45.95,27.4347826086957,70.5263157894737,0.705882352941177
"5e696e180ba48122e27af04e",82.6315789473684,93.2068965517241,95.3333333333333,10.8823529411765
"5e8fe6a309881f2ee83521f5",74.0476190476191,78.7,79.8571428571429,8.33333333333333
"5e9084139da60e38c68353a4",75.2631578947368,83.1176470588235,81.5217391304348,17.5238095238095
"5ea4409abe6bbd2724455893",62,69,49.8076923076923,38.2105263157895
"5ea7451cdb7f8b111a26e85c",46.5263157894737,59.7272727272727,57.9523809523809,18.2222222222222
"5ea8872b844c430f7d2be8b5",40.9047619047619,44.7619047619048,51.1764705882353,13.1904761904762
"5eb47a217761382d66d1fe63",50.7647058823529,58.6923076923077,42.0588235294118,39.8888888888889
"5ebc466264fea60774387e75",37.9090909090909,47.75,52.25,5.44444444444444
"5ebd841ddea21b08a0aa3057",62.5555555555556,62.1578947368421,75.2631578947368,30.75
"5ebe9d0f9dd29e05b0967112",60.75,63.75,74.85,6.3
"5ecb75a89b41896d3d07e48c",51.7647058823529,65.4,62.6363636363636,7.19047619047619
"5ecc0ae50cf6970c228a6bd6",92.9411764705882,94.2857142857143,87.6923076923077,40.9375
"5ed5230c05bbbb07f62be62b",58.7391304347826,61.5909090909091,77.5,20.9090909090909
"5ee3f65ce16fa50e478c729e",50.4090909090909,55.75,49.2941176470588,25.2380952380952
"5eea5a5e2c46ed13843a4586",55.8260869565217,61.9090909090909,65.5,42.6666666666667
"5ef5247a50dc6b18130d27d0",55.4761904761905,64.3333333333333,46.5789473684211,9.89473684210526
"5efe44bebdee09152fe08acc",80.2272727272727,87.6315789473684,79.0666666666667,12.9583333333333
"5eff3dd10265064a3cf565d0",49.7058823529412,47.3333333333333,55.7692307692308,25.5454545454545
"5f020ec1ed31d238e2a1eb2c",81.2631578947368,87.55,95.8095238095238,16.65
"5f021571f119a138b3f33aab",43.0555555555556,44.5454545454545,60.6315789473684,6.95
"5f0285dc9ae0b911b5f97dfe",71.4705882352941,71.0526315789474,75.4761904761905,30
"5f0358740810225465e192ec",60.95,67.4736842105263,77.7272727272727,13
"5f045318065b0a04830ba148",38.1578947368421,44.7619047619048,45.2105263157895,2.66666666666667
"5f09ae1800d387244cd6a16f",67.2941176470588,78.4375,72.3913043478261,9.73913043478261
"5f0b14b1938b1e3f7163a926",58.6190476190476,62.0588235294118,58.9130434782609,28.1578947368421
"5f0c69835a4ca35d753f8760",59.6666666666667,51.5789473684211,70.5,18.4210526315789
"5f10bf592f7b753d422aa7db",75.4347826086957,83.8888888888889,87.3684210526316,4.78947368421053
"5f10c8dee777933f01f3d3d6",39.3333333333333,43.2380952380952,44.2727272727273,3.42105263157895
"w968356_cj",72.3157894736842,66.5263157894737,67.4285714285714,67
