Cue,Answer,Shuffle,Stimuli Notes,Value
GREEN,TREES,BUFFER1,Buffer,1
CATCHER,BASEBALL,BUFFER1,Buffer,2
BUTTER,PEANUT,BUFFER1,Buffer,3
HIDE,SCARE,BUFFER1,Buffer,4
JAM,SPACE,BUFFER1,Buffer,5
BAD,DELINQUENT,Study1,B,6
STOMACH,DIGESTION,Study1,B,7
MONEY,WAGE,Study1,B,8
HAMMER,CHISEL,Study1,B,9
NEWS,EDITOR,Study1,B,10
STING,HORNET,Study1,B,11
COLD,BITTER,Study1,B,12
PLANT,ROOT,Study1,B,13
BIRD,SWAN,Study1,B,14
DOG,PAW,Study1,B,15
OUT,WAY,Study1,B,16
CLEAN,HYGIENE,Study1,B,17
WATER,BRIDGE,Study1,B,18
ROCK,GEOLOGY,Study1,B,19
WAR,REVOLUTION,Study1,B,20
TALK,DISCUSSION,Study1,B,21
COW,HERD,Study1,B,22
CARD,CREDIT,Study1,B,23
FLOWER,ORCHID,Study1,B,24
FISH,TUNA,Study1,B,25
ENOUGH,FULL,Study1,F,26
SIP,DRINK,Study1,F,27
CAVE,DARK,Study1,F,28
SEIZE,TAKE,Study1,F,29
GROWTH,HEIGHT,Study1,F,30
WORD,SENTENCE,Study1,F,31
WASP,BUG,Study1,F,32
DIVISION,MATH,Study1,F,33
ATTORNEY,LAW,Study1,F,34
FANTASTIC,GREAT,Study1,F,35
LATCH,KEY,Study1,F,36
CHILI,HOT,Study1,F,37
RACKET,BALL,Study1,F,38
CHORE,WORK,Study1,F,39
FAMINE,HUNGER,Study1,F,40
DROWSY,SLEEP,Study1,F,41
STENCH,SMELL,Study1,F,42
ATTIRE,CLOTHES,Study1,F,43
PILOT,PLANE,Study1,F,44
BLAZE,FIRE,Study1,F,45
ASSIGNMENT,DUE,Study1,S,46
AMOUNT,NUMBER,Study1,S,47
SITE,LOCATION,Study1,S,48
WASTE,DUMP,Study1,S,49
JURY,TRIAL,Study1,S,50
DESIGN,ARCHITECTURE,Study1,S,51
BAR,GRILL,Study1,S,52
LIVER,KIDNEY,Study1,S,53
END,BEGIN,Study1,S,54
WIND,BLOW,Study1,S,55
SODA,POP,Study1,S,56
CHEESE,WINE,Study1,S,57
TOILET,BATHROOM,Study1,S,58
SALAD,LETTUCE,Study1,S,59
FOOT,SHOE,Study1,S,60
FUTURE,PAST,Study1,S,61
DEFINITION,MEANING,Study1,S,62
BEE,HONEY,Study1,S,63
CHILD,BABY,Study1,S,64
ROUND,CIRCLE,Study1,S,65
CLUTTER,PUSHER,Study1,U,66
SACKING,DIETARY,Study1,U,67
HUNGRY,PARK,Study1,U,68
WOMAN,LIFT,Study1,U,69
BELT,SOON,Study1,U,70
FLOOR,DISCOVER,Study1,U,71
BUSINESS,DEATH,Study1,U,72
SIGHT,DEBATE,Study1,U,73
BRONZE,ARTERY,Study1,U,74
HAND,FIX,Study1,U,75
POSITION,MACHINE,Study1,U,76
CAR,HAPPY,Study1,U,77
TUCK,ALLOW,Study1,U,78
LION,ART,Study1,U,79
ACCIDENT,STRONG,Study1,U,80
RIDDLE,SUGAR,Study1,U,81
ADD,VALLEY,Study1,U,82
WOULD,CASH,Study1,U,83
SICK,HIDE,Study1,U,84
VASE,KING,Study1,U,85
GOOSE,GEESE,BUFFER2,Buffer,86
POLICE,SHERRIF,BUFFER2,Buffer,87
