Username,ID,Date,RT,Fails
asdfa,7ltx381qod,2020-09-12T12:08:56-07:00,4834,0
asdfafaf,7lg2mfmarl,2020-09-12T12:17:30-07:00,2297,0
asdawef,lqhlse5urv,2020-09-12T12:33:42-07:00,2705,0
LJJADF,mig7mquj2x,2020-09-12T13:08:52-07:00,1982,0
aedfadf,vf6fdo4euf,2020-09-12T13:36:46-07:00,2169,0
adfasdf,m5x293wga9,2020-09-12T14:17:51-07:00,1943,0
adsfa,goekw50nsh,2020-09-12T14:23:57-07:00,2732,0
qwesadf,aovq5kti51,2020-09-12T14:30:50-07:00,9049,0
asda,xqeefz2cnl,2020-09-12T14:41:44-07:00,1980,0
adfaf,lhj23578gh,2020-09-12T14:49:45-07:00,2014,0
adfafaesdf,hg62rq0vd3,2020-09-12T14:56:54-07:00,4196,0
ADFADF,zvsi9zuacd,2020-09-15T07:46:16-07:00,2155,0
AAFA,8ye1prnr0r,2020-09-15T07:48:44-07:00,3806,0
asdfadf,avhntgqhji,2020-09-15T08:01:53-07:00,1734,0
sdasfd,yf1wlwsui5,2020-09-15T08:12:21-07:00,2184,0
asdfadf,znhi1840ad,2020-09-15T10:57:19-07:00,2379,0
